Name	SMILES
NuBBE_2365 	Permeable
NuBBE_2366 	Permeable
NuBBE_2367 	Permeable
NuBBE_2368 	Permeable
NuBBE_2369 	Permeable
NuBBE_236 	Permeable
NuBBE_2370 	Permeable
NuBBE_2371 	Permeable
NuBBE_2372 	Permeable
NuBBE_2373 	Permeable
NuBBE_2374 	Permeable
NuBBE_2375 	Permeable
NuBBE_2376 	Permeable
NuBBE_2377 	Permeable
NuBBE_2378 	Permeable
NuBBE_2379 	Permeable
NuBBE_237 	Permeable
NuBBE_2380 	Permeable
NuBBE_2381 	Permeable
NuBBE_2382 	Permeable
NuBBE_2383 	Permeable
NuBBE_2384 	Permeable
NuBBE_2385 	Permeable
NuBBE_2386 	Permeable
NuBBE_2387 	Permeable
NuBBE_2388 	Permeable
NuBBE_2389 	Permeable
NuBBE_238 	Permeable
NuBBE_2390 	Permeable
NuBBE_2391 	Permeable
NuBBE_2392 	Permeable
NuBBE_2393 	Permeable
NuBBE_2395 	Non-Permeable
NuBBE_2396 	Permeable
NuBBE_2397 	Non-Permeable
NuBBE_2398 	Non-Permeable
NuBBE_2399 	Non-Permeable
NuBBE_239 	Permeable
NuBBE_23 	Permeable
NuBBE_2400 	Non-Permeable
NuBBE_2401 	Permeable
NuBBE_2402 	Permeable
NuBBE_2406 	Permeable
NuBBE_2407 	Permeable
NuBBE_2408 	Permeable
NuBBE_2409 	Non-Permeable
NuBBE_240 	Permeable
NuBBE_2410 	Non-Permeable
NuBBE_2411 	Permeable
NuBBE_2412 	Permeable
NuBBE_2413 	Permeable
NuBBE_2414 	Non-Permeable
NuBBE_2415 	Non-Permeable
NuBBE_2416 	Permeable
NuBBE_2417 	Non-Permeable
NuBBE_2418 	Non-Permeable
NuBBE_2419 	Permeable
NuBBE_241 	Non-Permeable
NuBBE_2420 	Permeable
NuBBE_2421 	Permeable
NuBBE_2422 	Permeable
NuBBE_2423 	Permeable
NuBBE_2424 	Permeable
NuBBE_2425 	Permeable
NuBBE_2426 	Permeable
NuBBE_2427 	Non-Permeable
NuBBE_2428 	Permeable
NuBBE_2429 	Permeable
NuBBE_242 	Non-Permeable
NuBBE_2430 	Non-Permeable
NuBBE_2431 	Permeable
NuBBE_2432 	Permeable
NuBBE_2433 	Permeable
NuBBE_2434 	Non-Permeable
NuBBE_2435 	Non-Permeable
NuBBE_2436 	Permeable
NuBBE_2438 	Permeable
NuBBE_2439 	Non-Permeable
NuBBE_243 	Non-Permeable
NuBBE_2440 	Non-Permeable
NuBBE_2441 	Permeable
NuBBE_2442 	Permeable
NuBBE_2443 	Non-Permeable
NuBBE_2444 	Non-Permeable
NuBBE_2445 	Non-Permeable
NuBBE_2446 	Non-Permeable
NuBBE_2447 	Permeable
NuBBE_2448 	Permeable
NuBBE_2449 	Non-Permeable
NuBBE_2450 	Non-Permeable
NuBBE_2451 	Non-Permeable
NuBBE_2452 	Permeable
NuBBE_2453 	Permeable
NuBBE_2454 	Permeable
NuBBE_2455 	Permeable
NuBBE_2456 	Permeable
NuBBE_2457 	Permeable
NuBBE_2458 	Permeable
NuBBE_2459 	Permeable
NuBBE_2460 	Permeable
NuBBE_2461 	Permeable
NuBBE_2462 	Permeable
NuBBE_2463 	Permeable
NuBBE_2464 	Permeable
NuBBE_2465 	Permeable
NuBBE_2466 	Permeable
NuBBE_2467 	Permeable
NuBBE_2468 	Permeable
NuBBE_2469 	Non-Permeable
NuBBE_2470 	Permeable
NuBBE_2471 	Permeable
NuBBE_2472 	Permeable
NuBBE_2473 	Permeable
NuBBE_2474 	Permeable
NuBBE_2475 	Permeable
NuBBE_2476 	Permeable
NuBBE_2477 	Permeable
NuBBE_2478 	Permeable
NuBBE_2479 	Permeable
NuBBE_2480 	Permeable
NuBBE_2481 	Permeable
NuBBE_2482 	Permeable
NuBBE_2483 	Permeable
NuBBE_2484 	Non-Permeable
NuBBE_2485 	Non-Permeable
NuBBE_2486 	Non-Permeable
NuBBE_2487 	Permeable
NuBBE_2489 	Permeable
NuBBE_248 	Non-Permeable
NuBBE_2490 	Permeable
NuBBE_2491 	Permeable
NuBBE_2492 	Permeable
NuBBE_2493 	Permeable
NuBBE_2494 	Permeable
NuBBE_2495 	Permeable
NuBBE_2496 	Permeable
NuBBE_2497 	Permeable
NuBBE_2498 	Permeable
NuBBE_2499 	Permeable
NuBBE_249 	Non-Permeable
NuBBE_24 	Permeable
NuBBE_2500 	Permeable
NuBBE_2501 	Permeable
NuBBE_2502 	Permeable
NuBBE_2503 	Permeable
NuBBE_2504 	Permeable
NuBBE_2505 	Permeable
NuBBE_2506 	Permeable
NuBBE_2507 	Permeable
NuBBE_2508 	Permeable
NuBBE_2509 	Permeable
NuBBE_250 	Permeable
NuBBE_2510 	Permeable
NuBBE_2511 	Non-Permeable
NuBBE_2512 	Non-Permeable
NuBBE_2513 	Permeable
NuBBE_2514 	Permeable
NuBBE_2515 	Permeable
NuBBE_2516 	Permeable
NuBBE_2517 	Permeable
NuBBE_2518 	Non-Permeable
NuBBE_2519 	Non-Permeable
NuBBE_251 	Permeable
NuBBE_2520 	Permeable
NuBBE_2521 	Non-Permeable
NuBBE_2522 	Non-Permeable
NuBBE_2523 	Non-Permeable
NuBBE_2524 	Non-Permeable
NuBBE_2525 	Permeable
NuBBE_2526 	Non-Permeable
NuBBE_252 	Permeable
NuBBE_253 	Non-Permeable
NuBBE_254 	Permeable
NuBBE_255 	Non-Permeable
NuBBE_256 	Permeable
NuBBE_257 	Non-Permeable
NuBBE_258 	Permeable
NuBBE_259 	Permeable
NuBBE_25 	Permeable
NuBBE_260 	Permeable
NuBBE_261 	Non-Permeable
NuBBE_262 	Non-Permeable
NuBBE_263 	Non-Permeable
NuBBE_264 	Permeable
NuBBE_265 	Permeable
NuBBE_266 	Permeable
NuBBE_267 	Permeable
NuBBE_268 	Non-Permeable
NuBBE_269 	Permeable
NuBBE_26 	Permeable
NuBBE_270 	Non-Permeable
NuBBE_271 	Non-Permeable
NuBBE_272 	Non-Permeable
NuBBE_273 	Non-Permeable
NuBBE_274 	Non-Permeable
NuBBE_275 	Permeable
NuBBE_276 	Non-Permeable
NuBBE_278 	Non-Permeable
NuBBE_279 	Non-Permeable
NuBBE_27 	Permeable
NuBBE_280 	Non-Permeable
NuBBE_281 	Non-Permeable
NuBBE_282 	Non-Permeable
NuBBE_283 	Non-Permeable
NuBBE_284 	Non-Permeable
NuBBE_285 	Non-Permeable
NuBBE_286 	Non-Permeable
NuBBE_287 	Non-Permeable
NuBBE_288 	Non-Permeable
NuBBE_289 	Permeable
NuBBE_28 	Permeable
NuBBE_290 	Permeable
NuBBE_291 	Permeable
NuBBE_292 	Permeable
NuBBE_293 	Permeable
NuBBE_294 	Permeable
NuBBE_295 	Permeable
NuBBE_296 	Permeable
NuBBE_297 	Non-Permeable
NuBBE_298 	Permeable
NuBBE_29 	Permeable
NuBBE_2 	Permeable
NuBBE_300 	Permeable
NuBBE_301 	Permeable
NuBBE_302 	Permeable
NuBBE_303 	Permeable
NuBBE_304 	Permeable
NuBBE_305 	Permeable
NuBBE_306 	Permeable
NuBBE_307 	Permeable
NuBBE_308 	Permeable
NuBBE_309 	Permeable
NuBBE_30 	Non-Permeable
NuBBE_310 	Permeable
NuBBE_311 	Permeable
NuBBE_312 	Permeable
NuBBE_313 	Permeable
NuBBE_314 	Permeable
NuBBE_315 	Permeable
NuBBE_316 	Permeable
NuBBE_317 	Non-Permeable
NuBBE_318 	Non-Permeable
NuBBE_319 	Non-Permeable
NuBBE_31 	Permeable
NuBBE_320 	Non-Permeable
NuBBE_321 	Non-Permeable
NuBBE_322 	Non-Permeable
NuBBE_323 	Permeable
NuBBE_324 	Permeable
NuBBE_325 	Permeable
NuBBE_326 	Permeable
NuBBE_327 	Permeable
NuBBE_328 	Permeable
NuBBE_329 	Non-Permeable
NuBBE_32 	Non-Permeable
NuBBE_330 	Non-Permeable
NuBBE_331 	Non-Permeable
NuBBE_332 	Non-Permeable
NuBBE_333 	Non-Permeable
NuBBE_334 	Non-Permeable
NuBBE_335 	Non-Permeable
NuBBE_336 	Permeable
NuBBE_337 	Non-Permeable
NuBBE_338 	Non-Permeable
NuBBE_339 	Non-Permeable
NuBBE_33 	Permeable
NuBBE_340 	Permeable
NuBBE_342 	Permeable
NuBBE_343 	Permeable
NuBBE_344 	Permeable
NuBBE_345 	Permeable
NuBBE_346 	Non-Permeable
NuBBE_347 	Permeable
NuBBE_348 	Permeable
NuBBE_349 	Permeable
NuBBE_34 	Permeable
NuBBE_350 	Non-Permeable
NuBBE_351 	Non-Permeable
NuBBE_352 	Permeable
NuBBE_353 	Permeable
NuBBE_354 	Permeable
NuBBE_355 	Permeable
NuBBE_356 	Permeable
NuBBE_357 	Permeable
NuBBE_358 	Non-Permeable
NuBBE_359 	Non-Permeable
NuBBE_35 	Permeable
NuBBE_360 	Non-Permeable
NuBBE_361 	Non-Permeable
NuBBE_362 	Non-Permeable
NuBBE_363 	Permeable
NuBBE_364 	Permeable
NuBBE_365 	Permeable
NuBBE_366 	Permeable
NuBBE_367 	Non-Permeable
NuBBE_368 	Non-Permeable
NuBBE_369 	Non-Permeable
NuBBE_36 	Permeable
NuBBE_370 	Non-Permeable
NuBBE_371 	Non-Permeable
NuBBE_372 	Non-Permeable
NuBBE_373 	Permeable
NuBBE_374 	Permeable
NuBBE_375 	Permeable
NuBBE_376 	Non-Permeable
NuBBE_377 	Non-Permeable
NuBBE_378 	Permeable
NuBBE_379 	Permeable
NuBBE_37 	Non-Permeable
NuBBE_380 	Permeable
NuBBE_381 	Non-Permeable
NuBBE_382 	Permeable
NuBBE_383 	Permeable
NuBBE_384 	Permeable
NuBBE_385 	Permeable
NuBBE_386 	Permeable
NuBBE_387 	Non-Permeable
NuBBE_388 	Non-Permeable
NuBBE_389 	Permeable
NuBBE_38 	Non-Permeable
NuBBE_390 	Non-Permeable
NuBBE_391 	Permeable
NuBBE_392 	Permeable
NuBBE_393 	Permeable
NuBBE_394 	Permeable
NuBBE_395 	Permeable
NuBBE_396 	Permeable
NuBBE_397 	Non-Permeable
NuBBE_398 	Permeable
NuBBE_399 	Permeable
NuBBE_39 	Non-Permeable
NuBBE_3 	Permeable
NuBBE_400 	Permeable
NuBBE_401 	Permeable
NuBBE_402 	Permeable
NuBBE_403 	Permeable
NuBBE_404 	Permeable
NuBBE_405 	Non-Permeable
NuBBE_406 	Non-Permeable
NuBBE_407 	Non-Permeable
NuBBE_408 	Permeable
NuBBE_409 	Permeable
NuBBE_40 	Permeable
NuBBE_410 	Permeable
NuBBE_411 	Non-Permeable
NuBBE_412 	Permeable
NuBBE_413 	Permeable
NuBBE_414 	Non-Permeable
NuBBE_415 	Permeable
NuBBE_416 	Permeable
NuBBE_417 	Non-Permeable
NuBBE_418 	Non-Permeable
NuBBE_419 	Non-Permeable
NuBBE_41 	Permeable
NuBBE_420 	Non-Permeable
NuBBE_421 	Permeable
NuBBE_423 	Permeable
NuBBE_424 	Permeable
NuBBE_425 	Permeable
NuBBE_426 	Non-Permeable
NuBBE_427 	Permeable
NuBBE_428 	Non-Permeable
NuBBE_429 	Non-Permeable
NuBBE_42 	Permeable
NuBBE_430 	Permeable
NuBBE_431 	Permeable
NuBBE_432 	Permeable
NuBBE_433 	Permeable
NuBBE_434 	Permeable
NuBBE_435 	Non-Permeable
NuBBE_436 	Non-Permeable
NuBBE_437 	Permeable
NuBBE_438 	Non-Permeable
NuBBE_439 	Permeable
NuBBE_43 	Non-Permeable
NuBBE_440 	Permeable
NuBBE_441 	Permeable
NuBBE_442 	Non-Permeable
NuBBE_443 	Non-Permeable
NuBBE_444 	Non-Permeable
NuBBE_445 	Permeable
NuBBE_446 	Non-Permeable
NuBBE_447 	Permeable
NuBBE_448 	Non-Permeable
NuBBE_449 	Non-Permeable
NuBBE_44 	Non-Permeable
NuBBE_450 	Permeable
NuBBE_452 	Permeable
NuBBE_453 	Permeable
NuBBE_454 	Permeable
NuBBE_455 	Permeable
NuBBE_456 	Permeable
NuBBE_457 	Permeable
NuBBE_45 	Permeable
NuBBE_463 	Non-Permeable
NuBBE_464 	Non-Permeable
NuBBE_465 	Non-Permeable
NuBBE_466 	Non-Permeable
NuBBE_469 	Permeable
NuBBE_46 	Non-Permeable
NuBBE_470 	Non-Permeable
NuBBE_471 	Permeable
NuBBE_472 	Non-Permeable
NuBBE_473 	Non-Permeable
NuBBE_474 	Non-Permeable
NuBBE_475 	Permeable
NuBBE_476 	Permeable
NuBBE_477 	Permeable
NuBBE_478 	Non-Permeable
NuBBE_479 	Permeable
NuBBE_47 	Permeable
NuBBE_480 	Permeable
NuBBE_481 	Permeable
NuBBE_482 	Permeable
NuBBE_483 	Non-Permeable
NuBBE_484 	Permeable
NuBBE_488 	Permeable
NuBBE_48 	Permeable
NuBBE_490 	Permeable
NuBBE_491 	Permeable
NuBBE_492 	Permeable
NuBBE_493 	Non-Permeable
NuBBE_495 	Non-Permeable
NuBBE_496 	Non-Permeable
NuBBE_49 	Permeable
NuBBE_4 	Permeable
NuBBE_507 	Non-Permeable
NuBBE_508 	Non-Permeable
NuBBE_509 	Permeable
NuBBE_50 	Permeable
NuBBE_510 	Non-Permeable
NuBBE_511 	Non-Permeable
NuBBE_514 	Permeable
NuBBE_515 	Permeable
NuBBE_51 	Permeable
NuBBE_520 	Permeable
NuBBE_521 	Permeable
NuBBE_52 	Permeable
NuBBE_532 	Permeable
NuBBE_533 	Non-Permeable
NuBBE_534 	Non-Permeable
NuBBE_535 	Non-Permeable
NuBBE_536 	Permeable
NuBBE_537 	Non-Permeable
NuBBE_538 	Non-Permeable
NuBBE_539 	Permeable
NuBBE_53 	Permeable
NuBBE_540 	Non-Permeable
NuBBE_542 	Permeable
NuBBE_543 	Non-Permeable
NuBBE_544 	Non-Permeable
NuBBE_545 	Non-Permeable
NuBBE_546 	Non-Permeable
NuBBE_547 	Permeable
NuBBE_548 	Permeable
NuBBE_549 	Permeable
NuBBE_54 	Non-Permeable
NuBBE_550 	Permeable
NuBBE_551 	Permeable
NuBBE_552 	Permeable
NuBBE_553 	Permeable
NuBBE_554 	Non-Permeable
NuBBE_555 	Non-Permeable
NuBBE_556 	Non-Permeable
NuBBE_557 	Non-Permeable
NuBBE_558 	Non-Permeable
NuBBE_559 	Permeable
NuBBE_55 	Non-Permeable
NuBBE_560 	Permeable
NuBBE_561 	Permeable
NuBBE_562 	Non-Permeable
NuBBE_563 	Non-Permeable
NuBBE_564 	Non-Permeable
NuBBE_565 	Non-Permeable
NuBBE_566 	Non-Permeable
NuBBE_567 	Permeable
NuBBE_568 	Permeable
NuBBE_569 	Permeable
NuBBE_56 	Non-Permeable
NuBBE_570 	Permeable
NuBBE_571 	Permeable
NuBBE_572 	Permeable
NuBBE_573 	Permeable
NuBBE_574 	Permeable
NuBBE_575 	Permeable
NuBBE_576 	Permeable
NuBBE_577 	Permeable
NuBBE_578 	Permeable
NuBBE_579 	Permeable
NuBBE_57 	Permeable
NuBBE_580 	Permeable
NuBBE_581 	Permeable
NuBBE_582 	Permeable
NuBBE_583 	Permeable
NuBBE_584 	Permeable
NuBBE_585 	Permeable
NuBBE_586 	Permeable
NuBBE_587 	Permeable
NuBBE_588 	Permeable
NuBBE_589 	Permeable
NuBBE_58 	Permeable
NuBBE_590 	Permeable
NuBBE_591 	Permeable
NuBBE_592 	Permeable
NuBBE_593 	Non-Permeable
NuBBE_594 	Permeable
NuBBE_595 	Non-Permeable
NuBBE_596 	Permeable
NuBBE_597 	Permeable
NuBBE_598 	Permeable
NuBBE_599 	Permeable
NuBBE_59 	Permeable
NuBBE_5 	Non-Permeable
NuBBE_600 	Permeable
NuBBE_601 	Permeable
NuBBE_602 	Non-Permeable
NuBBE_603 	Non-Permeable
NuBBE_604 	Non-Permeable
NuBBE_605 	Permeable
NuBBE_606 	Permeable
NuBBE_607 	Permeable
NuBBE_608 	Permeable
NuBBE_609 	Permeable
NuBBE_60 	Permeable
NuBBE_610 	Permeable
NuBBE_611 	Non-Permeable
NuBBE_612 	Permeable
NuBBE_613 	Permeable
NuBBE_614 	Permeable
NuBBE_615 	Permeable
NuBBE_616 	Permeable
NuBBE_617 	Non-Permeable
NuBBE_61 	Permeable
NuBBE_621 	Non-Permeable
NuBBE_622 	Permeable
NuBBE_623 	Non-Permeable
NuBBE_624 	Non-Permeable
NuBBE_626 	Permeable
NuBBE_627 	Non-Permeable
NuBBE_628 	Non-Permeable
NuBBE_629 	Non-Permeable
NuBBE_62 	Non-Permeable
NuBBE_630 	Non-Permeable
NuBBE_631 	Non-Permeable
NuBBE_632 	Non-Permeable
NuBBE_633 	Non-Permeable
NuBBE_634 	Permeable
NuBBE_635 	Permeable
NuBBE_636 	Permeable
NuBBE_637 	Permeable
NuBBE_638 	Permeable
NuBBE_639 	Permeable
NuBBE_63 	Non-Permeable
NuBBE_640 	Permeable
NuBBE_641 	Permeable
NuBBE_642 	Permeable
NuBBE_643 	Non-Permeable
NuBBE_644 	Permeable
NuBBE_645 	Permeable
NuBBE_647 	Permeable
NuBBE_648 	Permeable
NuBBE_649 	Permeable
NuBBE_64 	Non-Permeable
NuBBE_650 	Permeable
NuBBE_651 	Permeable
NuBBE_653 	Permeable
NuBBE_654 	Permeable
NuBBE_655 	Non-Permeable
NuBBE_657 	Permeable
NuBBE_658 	Permeable
NuBBE_65 	Non-Permeable
NuBBE_661 	Permeable
NuBBE_662 	Permeable
NuBBE_663 	Permeable
NuBBE_664 	Permeable
NuBBE_665 	Non-Permeable
NuBBE_666 	Non-Permeable
NuBBE_667 	Permeable
NuBBE_668 	Permeable
NuBBE_669 	Permeable
NuBBE_670 	Permeable
NuBBE_671 	Permeable
NuBBE_672 	Permeable
NuBBE_673 	Non-Permeable
NuBBE_674 	Non-Permeable
NuBBE_675 	Permeable
NuBBE_676 	Permeable
NuBBE_677 	Permeable
NuBBE_678 	Permeable
NuBBE_679 	Permeable
NuBBE_67 	Non-Permeable
NuBBE_680 	Permeable
NuBBE_681 	Permeable
NuBBE_682 	Permeable
NuBBE_683 	Permeable
NuBBE_684 	Permeable
NuBBE_685 	Permeable
NuBBE_686 	Permeable
NuBBE_68 	Non-Permeable
NuBBE_69 	Permeable
NuBBE_6 	Non-Permeable
NuBBE_70 	Permeable
NuBBE_71 	Permeable
NuBBE_72 	Permeable
NuBBE_733 	Permeable
NuBBE_734 	Permeable
NuBBE_739 	Permeable
NuBBE_73 	Permeable
NuBBE_74 	Permeable
NuBBE_75 	Permeable
NuBBE_76 	Permeable
NuBBE_77 	Permeable
NuBBE_78 	Permeable
NuBBE_79 	Permeable
NuBBE_7 	Non-Permeable
NuBBE_80 	Permeable
NuBBE_81 	Permeable
NuBBE_827 	Permeable
NuBBE_828 	Permeable
NuBBE_829 	Permeable
NuBBE_82 	Permeable
NuBBE_830 	Permeable
NuBBE_833 	Non-Permeable
NuBBE_834 	Permeable
NuBBE_835 	Permeable
NuBBE_836 	Permeable
NuBBE_83 	Permeable
NuBBE_849 	Permeable
NuBBE_84 	Permeable
NuBBE_850 	Permeable
NuBBE_851 	Permeable
NuBBE_852 	Permeable
NuBBE_853 	Permeable
NuBBE_854 	Permeable
NuBBE_855 	Non-Permeable
NuBBE_856 	Permeable
NuBBE_857 	Permeable
NuBBE_858 	Permeable
NuBBE_859 	Permeable
NuBBE_85 	Permeable
NuBBE_860 	Permeable
NuBBE_863 	Permeable
NuBBE_865 	Non-Permeable
NuBBE_866 	Non-Permeable
NuBBE_867 	Non-Permeable
NuBBE_868 	Permeable
NuBBE_869 	Permeable
NuBBE_86 	Permeable
NuBBE_870 	Permeable
NuBBE_871 	Permeable
NuBBE_875 	Non-Permeable
NuBBE_876 	Non-Permeable
NuBBE_877 	Non-Permeable
NuBBE_878 	Permeable
NuBBE_87 	Non-Permeable
NuBBE_880 	Permeable
NuBBE_88 	Permeable
NuBBE_89 	Permeable
NuBBE_8 	Non-Permeable
NuBBE_906 	Non-Permeable
NuBBE_907 	Permeable
NuBBE_908 	Permeable
NuBBE_909 	Non-Permeable
NuBBE_910 	Permeable
NuBBE_911 	Permeable
NuBBE_912 	Permeable
NuBBE_913 	Non-Permeable
NuBBE_914 	Non-Permeable
NuBBE_924 	Permeable
NuBBE_925 	Permeable
NuBBE_926 	Permeable
NuBBE_927 	Non-Permeable
NuBBE_928 	Permeable
NuBBE_929 	Permeable
NuBBE_92 	Permeable
NuBBE_930 	Permeable
NuBBE_931 	Permeable
NuBBE_932 	Permeable
NuBBE_933 	Permeable
NuBBE_934 	Permeable
NuBBE_935 	Permeable
NuBBE_936 	Permeable
NuBBE_937 	Permeable
NuBBE_938 	Permeable
NuBBE_939 	Permeable
NuBBE_93 	Permeable
NuBBE_940 	Permeable
NuBBE_941 	Non-Permeable
NuBBE_942 	Permeable
NuBBE_943 	Non-Permeable
NuBBE_944 	Non-Permeable
NuBBE_945 	Permeable
NuBBE_946 	Permeable
NuBBE_947 	Non-Permeable
NuBBE_948 	Non-Permeable
NuBBE_949 	Permeable
NuBBE_94 	Permeable
NuBBE_950 	Permeable
NuBBE_951 	Permeable
NuBBE_952 	Permeable
NuBBE_953 	Non-Permeable
NuBBE_954 	Permeable
NuBBE_955 	Non-Permeable
NuBBE_956 	Permeable
NuBBE_957 	Permeable
NuBBE_958 	Permeable
NuBBE_959 	Permeable
NuBBE_95 	Non-Permeable
NuBBE_960 	Permeable
NuBBE_961 	Non-Permeable
NuBBE_962 	Permeable
NuBBE_963 	Permeable
NuBBE_964 	Permeable
NuBBE_965 	Permeable
NuBBE_966 	Permeable
NuBBE_967 	Permeable
NuBBE_968 	Permeable
NuBBE_969 	Permeable
NuBBE_96 	Non-Permeable
NuBBE_970 	Non-Permeable
NuBBE_971 	Permeable
NuBBE_972 	Permeable
NuBBE_973 	Permeable
NuBBE_974 	Permeable
NuBBE_975 	Permeable
NuBBE_976 	Permeable
NuBBE_977 	Permeable
NuBBE_978 	Permeable
NuBBE_979 	Non-Permeable
NuBBE_97 	Permeable
NuBBE_980 	Non-Permeable
NuBBE_981 	Permeable
NuBBE_982 	Permeable
NuBBE_983 	Permeable
NuBBE_984 	Non-Permeable
NuBBE_985 	Permeable
NuBBE_986 	Permeable
NuBBE_987 	Permeable
NuBBE_988 	Permeable
NuBBE_989 	Non-Permeable
NuBBE_98 	Permeable
NuBBE_990 	Permeable
NuBBE_991 	Permeable
NuBBE_992 	Permeable
NuBBE_993 	Permeable
NuBBE_994 	Permeable
NuBBE_995 	Permeable
NuBBE_996 	Permeable
NuBBE_997 	Permeable
NuBBE_998 	Permeable
NuBBE_999 	Permeable
NuBBE_99 	Non-Permeable
NuBBE_9 	Non-Permeable
